"Date" "Price"
2005-04-22 101.541317689513
2005-04-23 101.567535168156
2005-04-24 101.518956111144
2005-04-25 101.569364237854
2005-04-26 101.66135535099
2005-04-27 101.702218496368
2005-04-28 101.90883447517
2005-04-29 101.932744012518
2005-04-30 101.831195984607
2005-05-01 101.825972714502
2005-05-02 101.800146374997
2005-05-03 101.85035068402
2005-05-04 101.789905550125
2005-05-05 101.795797573267
2005-05-06 101.787401302796
2005-05-07 101.799399407944
2005-05-08 101.770775887707
2005-05-09 101.76134656075
2005-05-10 101.721119605149
2005-05-11 101.730561404716
2005-05-12 101.696294847442
2005-05-13 101.641571914728
2005-05-14 101.624523840037
2005-05-15 101.639236745416
2005-05-16 101.665505064555
2005-05-17 101.581283779035
2005-05-18 101.705866761485
2005-05-19 101.637665027658
2005-05-20 101.742194578499
2005-05-21 101.697776639344
2005-05-22 101.714277849646
2005-05-23 101.712729228248
2005-05-24 101.721431207091
2005-05-25 101.727493332224
2005-05-26 101.791874580347
2005-05-27 101.931213456773
2005-05-28 101.950289098656
2005-05-29 102.010220819594
2005-05-30 102.049913723655
2005-05-31 102.029690785648
2005-06-01 101.947473946079
2005-06-02 101.932878151892
2005-06-03 101.932627098483
2005-06-04 101.803183279008
2005-06-05 101.902969235346
2005-06-06 101.8708884431
2005-06-07 101.846094567
2005-06-08 101.785701430184
2005-06-09 101.864196908213
2005-06-10 101.845906248063
2005-06-11 101.869860876874
2005-06-12 101.85330670908
2005-06-13 101.938117493322
2005-06-14 102.053986732693
2005-06-15 102.194654162132
2005-06-16 102.148730482791
2005-06-17 102.167793372682
2005-06-18 102.228497047919
2005-06-19 102.208926355004
2005-06-20 102.164477195942
2005-06-21 102.196806216443
2005-06-22 102.317049130281
2005-06-23 102.298065122985
2005-06-24 102.322716515618
2005-06-25 102.289878843469
2005-06-26 102.350563678526
2005-06-27 102.421372688581
2005-06-28 102.4163795014
2005-06-29 102.419031841378
2005-06-30 102.383830203127
2005-07-01 102.401724972373
2005-07-02 102.428502875888
2005-07-03 102.464774725346
2005-07-04 102.474840964364
2005-07-05 102.475992717597
2005-07-06 102.49595871114
2005-07-07 102.442045876942
2005-07-08 102.46960468564
2005-07-09 102.449455599932
2005-07-10 102.488349917106
2005-07-11 102.60315634291
2005-07-12 102.664356979938
2005-07-13 102.675158054203
2005-07-14 102.607945499121
2005-07-15 102.53034448844
2005-07-16 102.496855197209
2005-07-17 102.56611270148
2005-07-18 102.611061878114
2005-07-19 102.572288784326
2005-07-20 102.572237909897
2005-07-21 102.567826297484
2005-07-22 102.456652862045
2005-07-23 102.451717929907
2005-07-24 102.419911568362
2005-07-25 102.490137535643
2005-07-26 102.522532821372
2005-07-27 102.567751505221
2005-07-28 102.587677732117
2005-07-29 102.602321891549
2005-07-30 102.600365101195
2005-07-31 102.567336620514
2005-08-01 102.523297820947
2005-08-02 102.513402063979
2005-08-03 102.524962622636
2005-08-04 102.501664806613
2005-08-05 102.513280018325
2005-08-06 102.531751529841
2005-08-07 102.579384559423
2005-08-08 102.550602604736
2005-08-09 102.49752651242
2005-08-10 102.534833130502
2005-08-11 102.598285131673
2005-08-12 102.636295487851
2005-08-13 102.553075075762
2005-08-14 102.536398674028
2005-08-15 102.592079279615
2005-08-16 102.634074566283
2005-08-17 102.618258397307
2005-08-18 102.601092778057
2005-08-19 102.629008277688
2005-08-20 102.674175871179
2005-08-21 102.810187917092
2005-08-22 102.815102919404
2005-08-23 102.772623683418
2005-08-24 102.895294501349
2005-08-25 102.885957608291
2005-08-26 103.013163077619
2005-08-27 102.886835854376
2005-08-28 102.899067163644
2005-08-29 102.923089027856
2005-08-30 102.968827789087
2005-08-31 103.025605958027
2005-09-01 103.032172443129
2005-09-02 102.987666345618
2005-09-03 102.929667125473
2005-09-04 103.051582747267
2005-09-05 103.155476001959
2005-09-06 103.28034228386
2005-09-07 103.339957701817
2005-09-08 103.393906358634
2005-09-09 103.335706700156
2005-09-10 103.324494760787
2005-09-11 103.281281292359
2005-09-12 103.358082343417
2005-09-13 103.366091668498
2005-09-14 103.411030438424
2005-09-15 103.319813800073
2005-09-16 103.374997130359
2005-09-17 103.294479727639
2005-09-18 103.270025984256
2005-09-19 103.301428271559
2005-09-20 103.288004922521
2005-09-21 103.286895379067
2005-09-22 103.369059390978
2005-09-23 103.367701310094
2005-09-24 103.38311666093
2005-09-25 103.373748918215
2005-09-26 103.420337037725
2005-09-27 103.451163494866
2005-09-28 103.394049759849
2005-09-29 103.410386832585
2005-09-30 103.362818887303
2005-10-01 103.343937488953
2005-10-02 103.350430262818
2005-10-03 103.26530639494
2005-10-04 103.305445528082
2005-10-05 103.311177591488
2005-10-06 103.335904837538
2005-10-07 103.352695519395
2005-10-08 103.406507768571
2005-10-09 103.384226853475
2005-10-10 103.414668304081
2005-10-11 103.49074702663
2005-10-12 103.438897634562
2005-10-13 103.49917733552
2005-10-14 103.461461072777
2005-10-15 103.458359428588
2005-10-16 103.43624200933
2005-10-17 103.530985252965
2005-10-18 103.526485790585
2005-10-19 103.523263657292
2005-10-20 103.63588474105
2005-10-21 103.741090157258
2005-10-22 103.864529289277
2005-10-23 103.812145264283
2005-10-24 103.832347361503
2005-10-25 103.902021975872
2005-10-26 103.878852536844
2005-10-27 103.992054004074
2005-10-28 103.954886168774
2005-10-29 104.009978208517
2005-10-30 104.09560305938
2005-10-31 104.031500702391
2005-11-01 104.122760840458
2005-11-02 104.507655206499
2005-11-03 104.453642136895
2005-11-04 104.477028457604
2005-11-05 104.441564119671
2005-11-06 104.341864892056
2005-11-07 104.439672871252
2005-11-08 104.427053394306
2005-11-09 104.389921221534
2005-11-10 104.357778460901
2005-11-11 104.329280009887
2005-11-12 104.31246457824
2005-11-13 104.343595592661
2005-11-14 104.357893695878
2005-11-15 104.37138394229
2005-11-16 104.40638183387
2005-11-17 104.35226009687
2005-11-18 104.393076831055
2005-11-19 104.397078153087
2005-11-20 104.45006025046
2005-11-21 104.373734337186
2005-11-22 104.326185151207
2005-11-23 104.29467355836
2005-11-24 104.358640347683
2005-11-25 104.463586333756
2005-11-26 104.42799973679
2005-11-27 104.540831651287
2005-11-28 104.465820481053
2005-11-29 104.405413786941
2005-11-30 104.555689316838
2005-12-01 104.518603254847
2005-12-02 104.483276855199
2005-12-03 104.472076705601
2005-12-04 104.576341104924
2005-12-05 104.574712264695
2005-12-06 104.53101029692
2005-12-07 104.567350488189
2005-12-08 104.541474020647
2005-12-09 104.524843389917
2005-12-10 104.521460619696
2005-12-11 104.65978142771
2005-12-12 104.627588521952
2005-12-13 104.621498121587
2005-12-14 104.596460663884
2005-12-15 104.665441400228
2005-12-16 104.796857903715
2005-12-17 104.811509551658
2005-12-18 104.936560879885
2005-12-19 104.99176527453
2005-12-20 105.100395789221
2005-12-21 105.171861948505
2005-12-22 105.269185251827
2005-12-23 105.261935204243
2005-12-24 105.355301111334
2005-12-25 105.567412644671
2005-12-26 105.566500292873
2005-12-27 105.665372656747
2005-12-28 105.685953931545
2005-12-29 105.845839208813
2005-12-30 105.905014691397
2005-12-31 105.953171394441
2006-01-01 105.984894314637
2006-01-02 106.030939911309
2006-01-03 106.054107416833
2006-01-04 106.013506907256
2006-01-05 106.20556517091
2006-01-06 106.151301887825
2006-01-07 106.277123878089
2006-01-08 106.298983995545
2006-01-09 106.331731313722
2006-01-10 106.484093179068
2006-01-11 106.433215369963
2006-01-12 106.405588253654
2006-01-13 106.353341585515
2006-01-14 106.300368836565
2006-01-15 106.354401933714
2006-01-16 106.379024068203
2006-01-17 106.340429953783
2006-01-18 106.428433889099
2006-01-19 106.51132810061
2006-01-20 106.580240548499
2006-01-21 106.529191469552
2006-01-22 106.672281352272
2006-01-23 106.644007530427
2006-01-24 106.716485902186
2006-01-25 106.756962591062
2006-01-26 106.715018497981
2006-01-27 106.751652517119
2006-01-28 106.77916189006
2006-01-29 106.73691115652
2006-01-30 106.651422318201
2006-01-31 106.627229870629
2006-02-01 106.718288911223
2006-02-02 106.737010590085
2006-02-03 106.807604447407
2006-02-04 106.826447410291
2006-02-05 106.80725364917
2006-02-06 106.740312951005
2006-02-07 106.794178179036
2006-02-08 106.754791969229
2006-02-09 106.743968357176
2006-02-10 106.934198382156
2006-02-11 106.884993469329
2006-02-12 106.815853102298
2006-02-13 106.974204970433
2006-02-14 107.096320872248
2006-02-15 107.233002725366
2006-02-16 107.306152002127
2006-02-17 107.312684408812
2006-02-18 107.317678061286
2006-02-19 107.172767814563
2006-02-20 107.179298080834
2006-02-21 107.172740271723
2006-02-22 107.183589216089
2006-02-23 107.339584834243
2006-02-24 107.447599808235
2006-02-25 107.418037381944
2006-02-26 107.50525336369
2006-02-27 107.405281524553
2006-02-28 107.332878144022
2006-03-01 107.263169445064
2006-03-02 107.245965169209
2006-03-03 107.226351406391
2006-03-04 107.241656108584
2006-03-05 107.291903411672
2006-03-06 107.463371807839
2006-03-07 107.585113798118
2006-03-08 107.519767846818
2006-03-09 107.553285583929
2006-03-10 107.702933550248
2006-03-11 107.640205180799
2006-03-12 107.556479605612
2006-03-13 107.580059332676
2006-03-14 107.547175143562
2006-03-15 107.490884277525
2006-03-16 107.594964814226
2006-03-17 107.592630330085
2006-03-18 107.706613896804
2006-03-19 107.772854488608
2006-03-20 107.725659909302
2006-03-21 107.746442249045
2006-03-22 107.782328661237
2006-03-23 107.847721467846
2006-03-24 107.738118341822
2006-03-25 107.751537011698
2006-03-26 107.776041625544
2006-03-27 107.836610503425
2006-03-28 107.889883536274
2006-03-29 107.839098709226
2006-03-30 107.803523607754
2006-03-31 107.840257059067
2006-04-01 107.840877456567
2006-04-02 107.820680759476
2006-04-03 107.825806386057
2006-04-04 107.815868781915
2006-04-05 107.746647323987
2006-04-06 107.669407617141
2006-04-07 107.6882614634
2006-04-08 107.729902580244
2006-04-09 107.766002540291
2006-04-10 107.833176653189
2006-04-11 107.791010310472
2006-04-12 107.812714978655
2006-04-13 107.978443259449
2006-04-14 107.979999310599
2006-04-15 108.002286249673
2006-04-16 107.976981857817
2006-04-17 107.978437104272
2006-04-18 108.120071884244
2006-04-19 108.206488277121
2006-04-20 108.132575392603
2006-04-21 108.227575864071
2006-04-22 108.241511425246
2006-04-23 108.135598730448
2006-04-24 108.091284699265
2006-04-25 108.066384652416
2006-04-26 107.994283926646
2006-04-27 107.960498103324
2006-04-28 107.91500396719
2006-04-29 108.020274073344
2006-04-30 108.047233843923
2006-05-01 108.036880991236
2006-05-02 108.030425570834
2006-05-03 107.998338445862
2006-05-04 108.034947397984
2006-05-05 107.928594518579
2006-05-06 107.96604261389
2006-05-07 107.894134231243
2006-05-08 107.935537476152
2006-05-09 107.973737397447
2006-05-10 108.006144296221
2006-05-11 108.103900725851
2006-05-12 108.20543694115
2006-05-13 108.206615739904
2006-05-14 108.346284665812
2006-05-15 108.336204748943
2006-05-16 108.432942183914
2006-05-17 108.431538868356
2006-05-18 108.361973169363
2006-05-19 108.48861747952
2006-05-20 108.428115883875
2006-05-21 108.530022214383
2006-05-22 108.604003125711
2006-05-23 108.62782400448
2006-05-24 108.55315935462
2006-05-25 108.520568163645
2006-05-26 108.497878342891
2006-05-27 108.569274544478
2006-05-28 108.581762653347
2006-05-29 108.710486484599
2006-05-30 108.761250126041
2006-05-31 108.718316321185
2006-06-01 108.681558431695
2006-06-02 108.699441286896
2006-06-03 108.63725048048
2006-06-04 108.638217043827
2006-06-05 108.589563509522
2006-06-06 108.707439702313
2006-06-07 108.644854945319
2006-06-08 108.726736817267
2006-06-09 108.741954498629
2006-06-10 108.73744482347
2006-06-11 108.970034127322
2006-06-12 108.937042419307
2006-06-13 108.865066326417
2006-06-14 109.017897823824
2006-06-15 109.001267298358
2006-06-16 109.07953110884
2006-06-17 109.005311671914
2006-06-18 108.9951398965
2006-06-19 108.882426405902
2006-06-20 108.920492011314
2006-06-21 108.897472510261
2006-06-22 108.917019253007
2006-06-23 109.262525492912
2006-06-24 109.339019976178
2006-06-25 109.491625549264
2006-06-26 109.544485488504
2006-06-27 109.573294865349
2006-06-28 109.590697654062
2006-06-29 109.659822155254
2006-06-30 109.674026174073
2006-07-01 109.688593387127
2006-07-02 109.694051387197
2006-07-03 109.651869103229
2006-07-04 109.607475639924
2006-07-05 109.663611370921
2006-07-06 109.748191692454
2006-07-07 109.863086133381
2006-07-08 109.928921583921
2006-07-09 109.934993277389
2006-07-10 109.995047253252
2006-07-11 110.045229943363
2006-07-12 110.034999322041
2006-07-13 109.942734038883
2006-07-14 109.876285746095
2006-07-15 109.984508347571
2006-07-16 109.929004339449
2006-07-17 109.925213989647
2006-07-18 109.995575213016
2006-07-19 110.029691378735
2006-07-20 110.055258617875
2006-07-21 110.124096674737
2006-07-22 110.186495050503
2006-07-23 110.296787649909
2006-07-24 110.275328764919
2006-07-25 110.300674641313
2006-07-26 110.261471538038
2006-07-27 110.316649675149
2006-07-28 110.424850619768
2006-07-29 110.509511477574
2006-07-30 110.613853468488
2006-07-31 110.668166381226
2006-08-01 110.693651665819
2006-08-02 110.680759245209
2006-08-03 110.719119396001
2006-08-04 110.816510732981
2006-08-05 110.856151270424
2006-08-06 110.850053094233
2006-08-07 110.829133289375
2006-08-08 110.857284650317
2006-08-09 110.928543073228
2006-08-10 111.00444842332
2006-08-11 111.033732441876
2006-08-12 111.029548394096
2006-08-13 110.976146756924
2006-08-14 110.896950586249
2006-08-15 111.017967235692
2006-08-16 111.005475894984
2006-08-17 111.012734199423
2006-08-18 111.188147023673
2006-08-19 111.160051318566
2006-08-20 111.073323907506
2006-08-21 111.090357450687
2006-08-22 111.002290243495
2006-08-23 111.306600109823
2006-08-24 111.221867175491
2006-08-25 111.378318653029
2006-08-26 111.46842532864
2006-08-27 111.616662542726
2006-08-28 111.649177431436
2006-08-29 111.734833773509
2006-08-30 111.803790866246
2006-08-31 111.885613660678
2006-09-01 111.95539622454
2006-09-02 111.93539010395
2006-09-03 112.066294941617
2006-09-04 111.976407803782
2006-09-05 112.039899365507
2006-09-06 111.971955276984
2006-09-07 112.222084957247
2006-09-08 112.336608590945
2006-09-09 112.336735694292
2006-09-10 112.36044902403
2006-09-11 112.329641287332
2006-09-12 112.265451625082
2006-09-13 112.357891983955
2006-09-14 112.252022824137
2006-09-15 112.298762794862
2006-09-16 112.427897493976
2006-09-17 112.450873069799
2006-09-18 112.447547613616
2006-09-19 112.401730393563
2006-09-20 112.413237691959
2006-09-21 112.416048313388
2006-09-22 112.3668405295
2006-09-23 112.333602866276
2006-09-24 112.327201023164
2006-09-25 112.298254440875
2006-09-26 112.263207554131
2006-09-27 112.273867481026
2006-09-28 112.21267725438
2006-09-29 112.190691242839
2006-09-30 112.306709857678
2006-10-01 112.393948149859
2006-10-02 112.515527456941
2006-10-03 112.473734067826
2006-10-04 112.56781985392
2006-10-05 112.632335942466
2006-10-06 112.688228903473
2006-10-07 112.73970762247
2006-10-08 112.78561715879
2006-10-09 112.759095601416
2006-10-10 112.706489249088
2006-10-11 112.83925514003
2006-10-12 112.893415590665
2006-10-13 112.850719776202
2006-10-14 112.909396432264
2006-10-15 112.889795800624
2006-10-16 112.833236098042
2006-10-17 112.897053270243
2006-10-18 112.817676349089
2006-10-19 112.839886835515
2006-10-20 112.777044541989
2006-10-21 112.802926250681
2006-10-22 112.733906937506
2006-10-23 112.728462383013
2006-10-24 112.795674798858
2006-10-25 112.88742435355
2006-10-26 112.922949981067
2006-10-27 113.001070053551
2006-10-28 113.003955074163
2006-10-29 112.990813689273
2006-10-30 113.209141109417
2006-10-31 113.24693961897
2006-11-01 113.105073067235
2006-11-02 113.152231155489
2006-11-03 113.159153119354
2006-11-04 113.208649015261
2006-11-05 113.208886066956
2006-11-06 113.145699137082
2006-11-07 113.193993613421
2006-11-08 113.183950489331
2006-11-09 113.187664857883
2006-11-10 113.199598675729
2006-11-11 113.267451168045
2006-11-12 113.173682454558
2006-11-13 113.240416932745
2006-11-14 113.112559777077
2006-11-15 113.032531189391
2006-11-16 113.0942073707
2006-11-17 113.064937225733
2006-11-18 113.160809867695
2006-11-19 113.159055692907
2006-11-20 113.218329386805
2006-11-21 113.184435162112
2006-11-22 113.189331494206
2006-11-23 113.160700657402
2006-11-24 113.229548650607
2006-11-25 113.204365640374
2006-11-26 113.28343262116
2006-11-27 113.315883354505
2006-11-28 113.466264578056
2006-11-29 113.451483706533
2006-11-30 113.680959827484
2006-12-01 113.600806413109
2006-12-02 113.501785665136
2006-12-03 113.752794151727
2006-12-04 113.928558446851
2006-12-05 113.970687380799
2006-12-06 114.016621201528
2006-12-07 114.103639602093
2006-12-08 114.277175127834
2006-12-09 114.295888033955
2006-12-10 114.269087274347
2006-12-11 114.657189954554
2006-12-12 114.664931637499
2006-12-13 114.668321811254
2006-12-14 114.69567988509
2006-12-15 114.602063079847
2006-12-16 114.558098250244
2006-12-17 114.528989303707
2006-12-18 114.475782173877
2006-12-19 114.469769147862
2006-12-20 114.409356992736
2006-12-21 114.381707203019
2006-12-22 114.310552173546
2006-12-23 114.294140868117
2006-12-24 114.380515501014
2006-12-25 114.385662959023
2006-12-26 114.37187665603
2006-12-27 114.277561597742
2006-12-28 114.320603834249
2006-12-29 114.313005090738
2006-12-30 114.334827364298
2006-12-31 114.419106821278
2007-01-01 114.581478340482
2007-01-02 114.579013592152
2007-01-03 114.631269770173
2007-01-04 114.595845617647
2007-01-05 114.604688817535
2007-01-06 114.558154466945
2007-01-07 114.611389707631
2007-01-08 114.55555139418
2007-01-09 114.839309812724
2007-01-10 114.887646429259
2007-01-11 114.814593866819
2007-01-12 114.771709068384
2007-01-13 114.717443358091
2007-01-14 114.717294769136
2007-01-15 114.60821450301
2007-01-16 114.71848851957
2007-01-17 114.784499889669
2007-01-18 114.736365124928
2007-01-19 114.727352735596
2007-01-20 114.714835249872
2007-01-21 114.777660159201
2007-01-22 114.726266321522
2007-01-23 114.822673871158
2007-01-24 114.829608172923
2007-01-25 114.78289751292
2007-01-26 114.791362065916
2007-01-27 114.851733782171
2007-01-28 114.871005346082
2007-01-29 115.00431075879
2007-01-30 114.914706509413
2007-01-31 115.044202568996
2007-02-01 115.273051221874
2007-02-02 115.359569485697
2007-02-03 115.499358062456
2007-02-04 115.467838706581
2007-02-05 115.726490144356
2007-02-06 115.730077348819
2007-02-07 115.769283514383
2007-02-08 115.754581300716
2007-02-09 115.634108119677
2007-02-10 115.793061545564
2007-02-11 115.73231534192
2007-02-12 115.699309194862
2007-02-13 115.913922753514
2007-02-14 115.855876865573
2007-02-15 115.922283565673
2007-02-16 115.964074680741
2007-02-17 115.914581321201
2007-02-18 116.036943668983
2007-02-19 115.982768923851
2007-02-20 116.070286970297
2007-02-21 116.125306900237
2007-02-22 116.102388953406
2007-02-23 116.066425935824
2007-02-24 116.067673245671
2007-02-25 116.200042437263
2007-02-26 116.457959298242
2007-02-27 116.362365612677
2007-02-28 116.441426117174
2007-03-01 116.388686364166
2007-03-02 116.360949904083
2007-03-03 116.389079192738
2007-03-04 116.509977530397
2007-03-05 116.527561665497
2007-03-06 116.467036686616
2007-03-07 116.45839118471
2007-03-08 116.479414769667
2007-03-09 116.482031593858
2007-03-10 116.506001919423
2007-03-11 116.600173482019
2007-03-12 116.610196607007
2007-03-13 116.752554465329
2007-03-14 116.805017023966
2007-03-15 116.880279105217
2007-03-16 116.885726995419
2007-03-17 116.890359239626
2007-03-18 116.947621982474
2007-03-19 116.941745407094
2007-03-20 116.999364814205
2007-03-21 116.921787229713
2007-03-22 116.885517715148
2007-03-23 116.960021153715
2007-03-24 116.976387825924
2007-03-25 117.082504395229
2007-03-26 117.051318999696
2007-03-27 117.099860346309
2007-03-28 117.241884502204
2007-03-29 117.164670016552
2007-03-30 117.158638045522
2007-03-31 117.093567559453
2007-04-01 116.998647154469
2007-04-02 117.014668552421
2007-04-03 116.975924844565
2007-04-04 117.108270748734
2007-04-05 117.037620371561
2007-04-06 116.919230979407
2007-04-07 117.117577758098
2007-04-08 116.989520200444
2007-04-09 116.931732352292
2007-04-10 116.927479732006
2007-04-11 116.962064590536
2007-04-12 116.932100405391
2007-04-13 116.816371059563
2007-04-14 116.742725586888
2007-04-15 117.018901023804
2007-04-16 116.945700567274
2007-04-17 117.007795290043
2007-04-18 117.041738968368
2007-04-19 117.03459391435
2007-04-20 117.163856832821
2007-04-21 117.173629713212
2007-04-22 117.05023538443
2007-04-23 117.205156568175
2007-04-24 117.195870221768
2007-04-25 117.249008801992
2007-04-26 117.288116225974
2007-04-27 117.244760264224
2007-04-28 117.255337573826
2007-04-29 117.289486282006
2007-04-30 117.444555736866
2007-05-01 117.401853651713
2007-05-02 117.40877879861
2007-05-03 117.499538926787
2007-05-04 117.540120175186
2007-05-05 117.54587094364
2007-05-06 117.647802616242
2007-05-07 117.673978748333
2007-05-08 117.697473743263
2007-05-09 117.647232883535
2007-05-10 117.683419241507
2007-05-11 117.62170241084
2007-05-12 117.641896589118
2007-05-13 117.638427080003
2007-05-14 117.779328125267
2007-05-15 117.866337473231
2007-05-16 117.921639068934
2007-05-17 117.966448692501
2007-05-18 117.94671511414
2007-05-19 117.958040353608
2007-05-20 118.046046564675
2007-05-21 118.05040609219
2007-05-22 117.969505775282
2007-05-23 117.984754128133
2007-05-24 117.952774299932
2007-05-25 118.017743818278
2007-05-26 118.214672532576
2007-05-27 118.193287718107
2007-05-28 118.162995565184
2007-05-29 118.154069549023
2007-05-30 118.316359423742
2007-05-31 118.387833941908
2007-06-01 118.416416873894
2007-06-02 118.414975772745
2007-06-03 118.367138214191
2007-06-04 118.321183876069
2007-06-05 118.448731487472
2007-06-06 118.454676515535
2007-06-07 118.493544541969
2007-06-08 118.7344136011
2007-06-09 118.711003212614
2007-06-10 118.760713452817
2007-06-11 118.770257240498
2007-06-12 118.763618099096
2007-06-13 118.781853304737
2007-06-14 118.895615308769
2007-06-15 118.906027300552
2007-06-16 118.882076495647
2007-06-17 118.956315475148
2007-06-18 119.01712788996
2007-06-19 119.087970346989
2007-06-20 119.138454055912
2007-06-21 119.1530952816
2007-06-22 119.203390061378
2007-06-23 119.454312684738
2007-06-24 119.408913316014
2007-06-25 119.384345342842
2007-06-26 119.416559617103
2007-06-27 119.412244112542
2007-06-28 119.539239463304
2007-06-29 119.551384718011
2007-06-30 119.532610707596
2007-07-01 119.49130815469
2007-07-02 119.479660167511
2007-07-03 119.469982393855
2007-07-04 119.397676766925
2007-07-05 119.347592832592
2007-07-06 119.399264928828
2007-07-07 119.303381738761
2007-07-08 119.370702242097
2007-07-09 119.332939002425
2007-07-10 119.365052405587
2007-07-11 119.386676503732
2007-07-12 119.285557291386
2007-07-13 119.270397097004
2007-07-14 119.256408072994
2007-07-15 119.260884404834
2007-07-16 119.209307369363
2007-07-17 119.17425950649
2007-07-18 119.172062126632
2007-07-19 119.21929536288
2007-07-20 119.202768578063
2007-07-21 119.225454353691
2007-07-22 119.267666098636
2007-07-23 119.292362180639
2007-07-24 119.343319556438
2007-07-25 119.302507666986
2007-07-26 119.209680454267
2007-07-27 119.219421350699
2007-07-28 119.173598417052
2007-07-29 119.1894987181
2007-07-30 119.318292142807
2007-07-31 119.283361470405
2007-08-01 119.264782946716
2007-08-02 119.285452053516
2007-08-03 119.391649302168
2007-08-04 119.51115346445
2007-08-05 119.531368249586
2007-08-06 119.501746319298
2007-08-07 119.384791897772
2007-08-08 119.381805282073
2007-08-09 119.463132529248
2007-08-10 119.534492592176
2007-08-11 119.762089730579
2007-08-12 119.756154163474
2007-08-13 119.79540277866
2007-08-14 119.982140260293
2007-08-15 119.887051374101
2007-08-16 119.866987603374
2007-08-17 119.944807490045
2007-08-18 119.895349493593
2007-08-19 119.903766219994
2007-08-20 120.10608010877
2007-08-21 120.038457220421
2007-08-22 119.940190843286
2007-08-23 120.097850628253
2007-08-24 120.046333446908
2007-08-25 120.036818403823
2007-08-26 120.058208314553
2007-08-27 120.100367897327
2007-08-28 120.081524286036
2007-08-29 120.199215716889
2007-08-30 120.147851318228
2007-08-31 120.018611696345
2007-09-01 119.980790085433
2007-09-02 120.035063142967
2007-09-03 119.980842376967
2007-09-04 120.048676701356
2007-09-05 120.045707568941
2007-09-06 120.188860779928
2007-09-07 120.172494980669
2007-09-08 120.205446575667
2007-09-09 120.211328383438
2007-09-10 120.259911226313
2007-09-11 120.296599352712
2007-09-12 120.322666922366
2007-09-13 120.189511969868
2007-09-14 120.147121289165
2007-09-15 120.111008731512
2007-09-16 120.047597641643
2007-09-17 120.07190653001
2007-09-18 120.103223241438
2007-09-19 120.177972782814
2007-09-20 120.134905243828
2007-09-21 120.234348096932
2007-09-22 120.1843664482
2007-09-23 120.074364708343
2007-09-24 120.072233300532
2007-09-25 120.248560713578
